-19.6042 4.37375 1.31897 1284.01
-22.965 -17.3939 0.956471 1504.21
22.022 -12.9498 0.839339 1632.8
-0.70982 23.7703 0.2559 552.193
-15.4635 1.47157 0.296876 714.128
1.26024 -5.89945 0.12262 1.94813
-9.11477 2.44876 3.10946 106.021
10.0919 -12.8444 0.47939 472.28
2.25995 -7.44013 0.85532 -87.4396
18.4799 -9.51353 1.701 1241.56
-12.4635 11.3616 0.16844 667.778
20.0829 6.06439 1.73374 1052.16
-21.8813 -17.4417 0.840773 1587.48
-17.1806 5.22637 0.110862 536.947
-4.69022 1.0374 3.54375 -142.869
-6.18916 21.231 0.620604 289.857
-12.1763 -2.23079 0.930536 495.696
-0.723946 -2.17652 0.902829 118.052
23.3069 -14.8969 0.285186 1601.27
11.1928 23.341 0.356528 565.797
5.14616 -9.44077 4.21953 363.767
-19.9097 7.73273 0.337744 944.62
8.65591 5.43266 1.24929 271.697
20.0416 0.435901 1.64883 1056.54
5.0361 -11.1604 4.71954 156.29
-10.1546 -16.5621 1.91985 505.027
-4.94787 6.29601 0.692089 -12.0579
4.5915 -19.6035 1.59867 31.6619
17.0427 24.9474 0.339791 1561.57
5.0949 -0.335443 0.13135 -83.7923
-1.18602 -17.109 0.409554 -10.5879
-6.5497 19.1116 1.88604 119.758
7.41364 2.88377 2.40193 -110.979
9.15365 -16.5721 0.138493 323.51
19.17 4.51882 1.712 1152.02
15.7341 -9.81053 0.430006 647.455
23.5204 -16.8951 0.977594 1648.89
-17.4512 10.8154 1.70511 907.149
4.6121 3.28339 0.119451 120.182
6.9936 -8.43343 0.73784 371.386
7.51393 -19.7339 0.557591 -172.408
-4.64985 -10.149 4.83932 259.535
11.5607 -15.8984 1.83831 240.822
-12.6213 12.541 0.344589 472.092
14.0679 4.97261 0.56959 18.5656
-21.2182 -21.4482 0.415285 1072.12
-21.1641 17.389 0.295847 1349.47
-7.14484 13.4454 0.739142 98.5531
0.17491 -19.0774 1.41258 -137.073
-14.9317 -19.6928 0.293342 505.399
23.4181 13.1772 0.213733 1650.96
-18.8906 -5.49624 1.11214 1060
-0.00104308 -21.8918 0.594172 -386.032
-24.8942 -14.8374 0.460136 1749.47
14.1536 24.6057 0.297006 1269.39
-24.7256 -21.674 0.460962 1683.86
24.1673 11.4233 0.40001 1519.23
4.18003 10.7132 0.5672 -94.4732
-11.1795 -9.91547 0.477724 558.628
15.0771 13.8878 1.78063 357.305
24.2969 12.3192 0.055414 1786.77
-0.519609 11.3569 0.742964 -230.216
-16.697 7.8795 0.0883064 676.341
9.15781 20.7443 0.215663 578.543
-8.49488 17.2568 1.75418 9.97739
23.162 24.6565 0.553209 2118.31
-8.3737 -13.1312 0.339558 375.292
-17.6889 -7.77155 1.0479 1028.93
7.65491 16.7053 0.929559 172.762
14.7038 23.5616 0.984946 1326.23
-24.4007 17.2219 0.478388 1827.34
11.3991 -23.6163 0.395196 -44.6283
18.0842 8.4384 1.14248 989.005
6.31387 -6.76076 0.328747 347.453
-7.18188 4.74996 4.74325 -27.3632
-0.194824 -6.27621 0.674881 160.502
23.0945 16.1574 0.05672 1527.73
16.7252 -7.60375 0.839504 894.712
-10.4486 23.588 0.500099 903.985
-2.22603 0.461775 0.387578 56.7105
-14.3843 -8.76038 0.0902318 909.916
-24.2187 -10.8122 0.814854 1793.38
-21.2888 0.972861 0.39244 1206.7
-8.69872 -11.5087 0.655098 406.102
23.1806 14.3124 0.414821 1695.89
-1.16596 18.4562 0.527258 251.287
-23.1494 -6.31028 0.60494 1779.88
-4.96149 14.9371 0.277717 -85.8435
6.8956 22.4829 0.885458 588.868
-18.0268 9.35579 1.40808 699.36
-24.4201 -20.5302 0.501162 1510.17
4.57423 -11.9671 0.439836 508.814
5.43609 15.1061 0.817046 6.79227
12.1258 18.5054 0.515729 561.965
-20.6992 -21.788 0.0117756 1145.8
13.402 14.2657 1.87355 301.169
8.36232 -22.8012 0.353067 -195.022
-0.5467 -9.78236 0.351577 181.185
-24.0172 4.88816 0.921179 1665.87
21.685 13.878 0.295682 1297.45
11.544 -14.7264 0.763929 567.474
10.9211 6.9627 2.22692 391.455
-23.9345 17.6246 0.824655 1684.48
24.6594 1.84441 0.332395 2008.11
-22.5006 6.67999 0.105394 1399.24
21.2618 -18.3137 0.280205 1198.48
0.381917 -20.994 1.81256 -288.757
-3.39542 -17.882 0.734977 -240.841
-13.7867 16.7766 0.404724 589.768
21.3495 -8.9785 0.78011 1372.48
24.6177 17.4302 0.299063 1827.22
13.2389 0.494266 0.270066 607.168
7.49257 4.30425 2.73248 7.68033
-15.3945 19.7486 0.831089 751.179
-18.6004 -12.1727 0.355574 934.143
-9.80952 16.0298 0.704322 214.793
13.9745 3.9593 0.797154 545.562
-0.27383 -12.9714 0.0961196 178.696
-3.65798 -3.29772 3.10733 -11.7411
-7.87079 22.3853 0.0873454 589.172
-8.64623 13.7554 0.876802 163.214
-22.4618 -11.9815 0.479113 1667.84
3.06763 -21.6999 0.662139 -216.359
17.055 21.2847 0.738268 1054.28
-19.3163 -5.09513 1.18991 1108.81
-1.19743 -5.41185 0.685421 34.5163
19.74 23.3188 0.62604 1663.18
-7.67784 -0.653708 0.483153 219.697
11.6903 -12.1206 0.331455 403.485
-23.6231 -23.1762 0.380446 1084.58
11.3474 3.93091 4.4951 243.775
-12.2334 0.36298 0.918417 418.157
10.1282 -4.11702 0.335337 310.352
13.5593 -19.07 0.590551 476.766
3.33866 -1.46871 3.6632 -70.3188
-3.84781 -14.3373 0.310806 35.0195
6.84668 -6.70389 0.886545 256.605
-5.06403 -17.6628 0.490751 -14.223
10.1779 -20.0992 0.880926 243.906
0.775373 4.51148 3.57803 -195.226
-20.8999 14.699 0.38893 1204.97
-24.1694 -8.67405 0.342925 1991.3
-11.2298 20.5462 0.552649 583.559
-13.8783 -11.9603 0.776557 746.16
-14.5106 15.8303 0.216521 536.458
-3.48595 -21.2615 0.236597 -306.764
10.2187 -3.20753 0.687081 576.216
2.09867 3.50917 3.99954 -5.98372
-8.37927 2.18934 -0.0454555 -65.1495
4.48733 -14.5801 0.911375 99.9133
-5.56921 -9.992 4.74638 281.837
7.68639 -8.13367 0.8169 312.406
-7.01768 -4.30084 0.414468 261.646
-13.2866 5.6114 5.30095 380.279
7.88485 -0.976682 0.334862 200.013
17.4678 -18.1401 0.102979 987.853
-9.73244 -9.47043 4.23748 317.42
12.7503 -1.24702 0.892161 616.63
17.4478 2.37983 0.950685 912.175
2.26487 -17.5248 0.107075 -77.5181
2.45999 9.42402 0.667222 -4.3185
17.4432 -16.7326 0.371377 958.98
11.8533 -2.06718 0.943393 459.455
-7.25631 14.041 0.502668 51.9805
-24.4335 3.00222 0.710389 1672.02
12.3703 7.18327 0.564546 400.387
-18.537 20.7366 0.585613 1164.91
-18.4911 -9.34688 1.90093 1001.33
24.9733 -19.7674 0.161138 1832.5
1.55267 -8.56134 0.0402708 117.117
-10.0917 -24.5574 0.357033 -341.027
17.6779 -6.31592 0.816535 1245.82
11.6044 5.29116 2.67263 344.598
20.9542 -10.9673 0.558129 1354.66
-11.7393 -20.8131 0.691987 203.349
0.86267 -16.0518 0.886368 117.023
-12.5289 -7.13303 0.0769713 725.617
13.4468 5.13263 0.221928 373.57
12.9543 -8.48428 0.488841 754.324
-20.3244 14.6856 0.838093 1063.51
-12.7864 9.39541 0.144336 530.44
-17.3829 -22.5416 0.934514 512.602
-2.88757 8.54691 0.0332915 -177.219
-0.957757 -1.09804 0.691624 45.559
-6.46424 21.4733 0.244398 581.394
9.19957 5.17772 0.883823 108.278
1.08014 4.20775 3.00159 -21.8803
7.50918 1.60778 0.453265 258.298
-8.56037 -5.49613 0.264079 371.88
-7.42046 -23.8849 0.413718 -548.29
-12.2414 -0.321352 0.592006 266.447
8.28598 4.62254 3.59056 113.044
2.85823 15.7235 0.622133 -49.3567
4.9824 -20.2149 1.08617 -132.368
-13.1898 -8.49066 0.68242 460.436
-19.0761 -18.3548 0.506502 1161.53
-21.6414 3.46805 0.207185 1327.08
-10.4823 -1.55436 0.334216 366.985
14.0088 23.3898 0.68592 1154.62
0.364971 8.19793 0.964602 -382.624
10.2911 -3.49371 0.366629 452.044
21.3079 13.4709 0.89381 1287.64
-5.8804 -3.25775 0.313553 241.693
20.4169 21.999 0.506137 1741.69
-3.13548 -14.353 0.523367 255.025
-8.98634 23.0858 0.713226 727.428
10.5283 -17.8157 1.27855 133.908
-24.4983 -19.5447 0.877825 1795.2
-24.1019 4.85531 0.533865 1730.84
-13.1776 -13.1826 0.353132 544.262
-9.09364 11.3001 0.186453 266.829
-1.2231 21.8926 0.554746 367.837
17.668 8.57227 1.07243 749.93
-6.74834 -0.994116 0.255633 165.58
3.76818 14.7016 0.962341 -69.5397
-21.4445 0.589812 0.255481 1420.18
-7.63665 -6.04418 0.195176 419.951
3.62485 15.0492 0.224255 15.1064
